Year,Date.Sampled,Plot.Type,Plot,Regen.Plot,Species,Category,Count,Height.Class,Cover.%,DBH.cm,,,,,,,,,,,,,
2018,6/22/2018,Hemlock,7,UR,Witch hazel,Shrub,6,NA,25-50,NA,,,,,,,,,,,,,
2018,6/22/2018,Hemlock,7,BC,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/24/2022,Hemlock,7,UR,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/24/2022,Hemlock,7,BC,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,15-30
2022,6/24/2022,Hemlock,7,UL,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Eastern hemlock,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Black birch,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,Black birch,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Sugar maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Hickory sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Witch hazel,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Black birch,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,Black birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,Black birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UL,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UL,Eastern hemlock,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UR,Yellow birch,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,BC,Shagbark hickory,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,BC,Slippery elm,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UR,Eastern hemlock,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Japanese barberry,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UR,Asian bittersweet,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,UL,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2018,6/27/2018,Ash,8,BC,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,BC,Japanese barberry,Shrub,14,NA,5-10,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UR,Japanese barberry,Shrub,28,NA,10-25,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,8,UL,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,BC,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,BC,Hickory sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UR,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UL,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UR,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UL,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,BC,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UL,Japanese barberry,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,UR,Japanese barberry,Shrub,1,NA,10-25,NA,,,,,,,,,,,,,
2018,7/2/2018,Ash,9,BC,Japanese barberry,Shrub,1,NA,50-75,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UR,Japanese barberry,Shrub,14,NA,1-5,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,UL,Japanese barberry,Shrub,7,NA,1-5,NA,,,,,,,,,,,,,
2022,7/1/2022,Ash,9,BC,Japanese barberry,Shrub,66,NA,25-50,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,American beech,Sapling,1,NA,NA,4.7,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,American beech,Sapling,1,NA,NA,1.7,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,American beech,Sapling,1,NA,NA,4.9,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,American beech,Sapling,1,NA,NA,2.1,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Yellow birch,Seedling,5,100-150,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,American beech,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Yellow birch,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,White pine,Seedling,12,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Hop hornbeam,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Red oak,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Yellow birch,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,White pine,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Yellow birch,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,White pine,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Yellow birch,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,White ash,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Hop hornbeam,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Hickory sp.,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,American beech,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,White ash,Seedling,15,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Yellow birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,American beech,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Yellow birch,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,White ash,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Slippery elm,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,Yellow birch,Seedling,4,>150,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Yellow birch,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,White pine,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,White pine,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,White oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Tulip poplar,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,American beech,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Slippery elm,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,Yellow birch,Seedling,6,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,White ash,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,American beech,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,Hop hornbeam,Seedling,3,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Slippery elm,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Yellow birch,Seedling,7,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,American beech,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Yellow birch,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Virginia creeper,Shrub,5,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Witch hazel,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Asian bittersweet,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Rubus sp.,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Vaccinium sp.,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Virginia creeper,Shrub,4,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Multi-flora rose,Shrub,3,NA,1-5,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Multi-flora rose,Shrub,3,NA,5-10,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UL,Spicebush,Shrub,5,NA,10-25,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,UR,Spicebush,Shrub,10,NA,25-50,NA,,,,,,,,,,,,,
2018,7/3/2018,Ash,10,BC,Spicebush,Shrub,30,NA,25-50,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Spicebush,Shrub,12,NA,1-5,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Winterberry holly,Shrub,4,NA,1-5,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Poison ivy,Shrub,5,NA,1-5,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Virginia creeper,Shrub,5,NA,1-5,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,Spicebush,Shrub,42,NA,10-25,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Multi-flora rose,Shrub,11,NA,10-25,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Multi-flora rose,Shrub,9,NA,10-25,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UR,Virginia creeper,Shrub,2,NA,<1,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Vaccinium sp.,Shrub,4,NA,<1,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Virginia creeper,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,UL,Rubus sp.,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/5/2022,Ash,10,BC,Spicebush,Shrub,28,NA,25-50,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UR,White ash,Seedling,20,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UR,Hickory sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UR,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UL,White ash,Seedling,4,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UL,Red maple,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,BC,White ash,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,BC,Eastern hemlock,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UR,White ash,Seedling,5,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,Sugar maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UR,Sugar maple,Seedling,7,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,BC,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,BC,Slippery elm,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,White ash,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UL,Japanese barberry,Shrub,9,NA,5-10,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UL,Wineberry,Shrub,4,NA,5-10,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,UR,Japanese barberry,Shrub,17,NA,10-25,NA,,,,,,,,,,,,,
2018,7/9/2018,Ash,11,BC,NA,Shrub,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,Rubus sp.,Shrub,5,NA,1-5,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UL,Japanese barberry,Shrub,30,NA,1-5,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,UR,Japanese barberry,Shrub,38,NA,5-10,NA,,,,,,,,,,,,,
2022,6/27/2022,Ash,11,BC,Japanese barberry,Shrub,4,NA,<1,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UR,Tulip poplar,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Eastern hemlock,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Tulip poplar,Seedling,3,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Red oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Red maple,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,BC,Big-tooth aspen,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,BC,White ash,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Birch sp.,Seedling,2,30-100,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Eastern hemlock,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Tulip poplar,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Bitternut hickory,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,BC,Unknown sp.,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Eastern hemlock,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Yellow birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UR,NA,Seedling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UR,Virginia creeper,Shrub,2,NA,1-5,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,UL,Japanese barberry,Shrub,1,NA,1-5,NA,,,,,,,,,,,,,
2018,7/10/2018,Ash,12,BC,Japanese barberry,Shrub,3,NA,1-5,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,BC,Japanese barberry,Shrub,4,NA,1-5,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UR,Japanese barberry,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,6/30/2022,Ash,12,UL,Japanese barberry,Shrub,7,NA,<1,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Red oak,Seedling,6,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Chestnut oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Black birch,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Chestnut oak,Seedling,8,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Red oak,Seedling,11,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Chestnut oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Red oak,Seedling,11,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,White pine,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Red oak,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Chestnut oak,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Black birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,White oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Chestnut oak,Seedling,15,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Red oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Chestnut oak,Seedling,16,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Red oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Black birch,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Witch hazel,Seedling,1,100-150,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Witch hazel,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Chestnut oak,Seedling,1,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Black oak,Seedling,8,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Black oak,Seedling,12,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Chestnut oak,Seedling,8,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Black oak,Seedling,16,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Witch hazel,Seedling,4,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Chestnut oak,Seedling,7,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,White pine,Seedling,2,15-30,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Witch hazel,Seedling,4,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Chestnut oak,Seedling,6,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Black oak,Seedling,8,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,American hornbeam,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Black oak,Seedling,6,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Witch hazel,Seedling,5,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Chestnut oak,Seedling,18,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Black oak,Seedling,6,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Witch hazel,Seedling,8,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Chestnut oak,Seedling,30,30-100,NA,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,White oak,Seedling,1,30-100,NA,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Witch hazel,Shrub,8,NA,1-5,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Witch hazel,Shrub,3,NA,1-5,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Witch hazel,Shrub,3,NA,1-5,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Vaccinium sp.,Shrub,5,NA,10-25,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Gaylussacia sp.,Shrub,40,NA,25-50,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UR,Vaccinium sp.,Shrub,12,NA,25-50,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Vaccinium sp.,Shrub,14,NA,25-50,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,UL,Gaylussacia sp.,Shrub,14,NA,25-50,NA,,,,,,,,,,,,,
2018,7/16/2018,Burn,13,BC,Gaylussacia sp.,Shrub,22,NA,25-50,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Rhododendron sp.,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Mountain laurel,Shrub,1,NA,<1,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UL,Vaccinium sp.,Shrub,30,NA,25-50,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,BC,Vaccinium sp.,Shrub,56,NA,25-50,NA,,,,,,,,,,,,,
2022,7/6/2022,Burn,13,UR,Vaccinium sp.,Shrub,44,NA,50-75,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,American chestnut,Sapling,1,NA,NA,3.0,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,Red maple,Sapling,3,NA,NA,2.0,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UR,American chestnut,Sapling,1,NA,NA,2.0,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,UL,NA,Sapling,0,NA,NA,NA,,,,,,,,,,,,,
2018,7/18/2018,Burn,14,BC,Red maple,Sapling,2,NA,NA,2.0,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Red maple,Sapling,1,NA,NA,1.1,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Witch hazel,Sapling,1,NA,NA,2.2,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Witch hazel,Sapling,1,NA,NA,2.4,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UL,Witch hazel,Sapling,1,NA,NA,2.2,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,American chestnut,Sapling,1,NA,NA,3.9,,,,,,,,,,,,,
2022,7/15/2022,Burn,14,UR,Red maple,Sapling,1,NA,NA,1.6,,,,,,,,,,,,,
