Year,Date.Sampled,Plot.Type,Plot,Tree_#,Quarter,Fork,Species,DBH,Unusual,Status,Crown.Class,Tree.Cond,HWA.Index,EAB.Index,BBD.Index,Foliage.Cond_1,Total.Foliage%_1,Foliage.Cond%_1,Foliage.Cond_2,Total.Foliage%_2,Foliage.Cond%_2,Foliage.Cond_3,Total.Foliage%_3,Foliage.Cond%_3,Decay.Index,Notes
2018,6/18/2018,Hemlock,6,1,C,N,Eastern hemlock,14.0,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,1,C,N,Eastern hemlock,14.0,N,DS,NA,NA,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,2,A,N,Red maple,19.0,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,2,A,N,Sugar maple,19.7,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,3,A,N,Sugar maple,23.2,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,3,A,N,Sugar maple,21.2,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,6/18/2018,Hemlock,6,4,A,N,Sugar maple,25.7,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,4,A,N,Sugar maple,36.7,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,5,B,N,Sugar maple,25.3,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2022,7/1/2022,Hemlock,6,5,B,N,Sugar maple,26.0,N,AS,Co-dominant,Healthy,NA,4,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,6,B,N,Sugar maple,36.9,N,AS,Dominant,Cankers/Wounds,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,6,B,N,Sugar maple,38.4,Y,AS,Co-dominant,Cankers/Wounds,NA,NA,NA,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,7,B,A,Eastern hemlock,10.5,N,DS,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,7,B,A,Eastern hemlock,10.5,N,DF,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,8,B,A,Eastern hemlock,15.2,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,Necrosis,10-50,10-50,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,8,B,A,Eastern hemlock,15.5,N,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,6/18/2018,Hemlock,6,9,C,N,Eastern hemlock,22.2,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,9,C,N,Eastern hemlock,22.0,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,6/18/2018,Hemlock,6,10,C,N,Chestnut oak,73.6,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,10,C,N,Chestnut oak,75.2,Y,AS,Dominant,Cankers/Wounds/Spongy moth/Large dead branches,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/18/2018,Hemlock,6,11,C,N,Eastern hemlock,26.2,N,DS,NA,NA,NA,4,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Hemlock,6,11,C,N,Eastern hemlock,27.0,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,6/18/2018,Hemlock,6,12,D,N,Eastern hemlock,15.3,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2022,7/1/2022,Hemlock,6,12,D,N,Eastern hemlock,15.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,Necrosis,50-90,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,1,C,N,Eastern hemlock,14.0,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Necrosis,50-90,1-10,Holes,10-50,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,1,C,N,Eastern hemlock,15.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,2,A,N,Red maple,44.1,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,2,A,N,Sugar maple,44.0,N,DS,NA,NA,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,3,B,N,Eastern hemlock,15.9,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,3,B,N,Eastern hemlock,17.0,N,AS,Intermediate,HWA/EHS/Cankers/Wounds,NA,NA,NA,Holes,10-50,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,4,B,N,Red maple,11.1,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,4,B,N,Red maple,11.2,N,AS,Intermediate,Insect damage,NA,NA,NA,Holes,1-10,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,5,B,N,Eastern hemlock,11.5,N,AL,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,6/24/2022,Hemlock,7,5,B,N,Eastern hemlock,11.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,6,B,N,Red maple,14.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Necrosis,10-50,50-90,Holes,1-10,10-50,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,6,B,N,Red maple,14.3,N,AS,Intermediate,Insect damage/Large dead branches,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,10-50,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,7,B,N,Red oak,56.4,N,AS,Dominant,Insect damage,NA,NA,NA,Holes,1-10,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,7,B,N,Black oak,58.0,N,AS,Dominant,Insect damage,NA,NA,NA,Holes,1-10,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,8,B,N,Eastern hemlock,15.5,N,AL,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/24/2022,Hemlock,7,8,B,N,Eastern hemlock,16.1,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,9,C,N,Sugar maple,18.7,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Necrosis,1-10,10-50,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,9,C,N,Red maple,18.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,10,C,A,Eastern hemlock,16.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/24/2022,Hemlock,7,10,C,A,Eastern hemlock,17.5,N,AS,Intermediate,HWA/EHS/Spongy moth,NA,NA,NA,Necrosis,1-10,1-10,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,11,C,A,Eastern hemlock,15.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,11,C,A,Eastern hemlock,15.5,N,AS,Intermediate,HWA/EHS/Spongy moth,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,12,D,N,Eastern hemlock,10.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,12,D,N,Eastern hemlock,10.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,6/22/2018,Hemlock,7,13,D,N,Eastern hemlock,17.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,13,D,N,Eastern hemlock,17.6,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/22/2018,Hemlock,7,14,D,N,Unknown sp.,48.0,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/24/2022,Hemlock,7,14,D,N,Unknown hardwood sp.,50.2,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,1,B,N,Eastern hemlock,24.1,N,DB,NA,NA,NA,NA,NA,Holes,50-90,1-10,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,1,B,N,NA,NA,N,DF,NA,NA,NA,NA,NA,Holes,50-90,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,2,A,N,Eastern hemlock,28.0,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,Necrosis,1-10,1-10,Chlorosis,10-50,10-50,NA,NA
2022,6/30/2022,Ash,8,2,A,N,Eastern hemlock,29.0,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Necrosis,10-50,10-50,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,3,A,N,White ash,40.0,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/30/2022,Ash,8,3,A,N,White ash,40.5,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,4,A,N,Eastern hemlock,10.6,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Necrosis,50-90,10-50,Holes,50-90,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,4,A,N,Eastern hemlock,11.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,Necrosis,1-10,10-50,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,5,A,N,Eastern hemlock,27.2,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,5,A,N,Eastern hemlock,27.5,N,AS,Co-dominant,HWA/EHS/Cankers/Wounds,NA,NA,NA,Holes,50-90,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,6,A,N,White ash,41.6,N,AS,Dominant,EAB,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,6,A,N,White ash,41.0,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,7,B,A,Eastern hemlock,19.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,7,B,N,Eastern hemlock,18.7,N,DF,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,10-50,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,8,B,A,Eastern hemlock,16.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/30/2022,Ash,8,8,B,N,Eastern hemlock,17.5,N,DF,NA,NA,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,9,B,N,Eastern hemlock,31.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,9,B,N,Eastern hemlock,32.7,N,AS,Co-dominant,HWA/EHS/Cankers/Wounds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,6/27/2018,Ash,8,10,B,N,Sugar maple,35.5,N,AS,Co-dominant,Burl/Gall,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,10,B,N,Sugar maple,35.5,N,AS,Intermediate,Cankers/Wounds,NA,NA,NA,Holes,10-50,1-10,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,11,C,N,Eastern hemlock,27.5,N,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/30/2022,Ash,8,11,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,10-50,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,12,C,N,White ash,31.9,N,AS,Dominant,EAB,NA,NA,NA,Holes,10-50,1-10,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,12,C,N,White ash,31.0,N,DS,NA,NA,NA,NA,NA,Holes,50-90,10-50,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,13,C,N,Mockernut hickory,40.0,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,13,C,N,Bitternut hickory,32.5,N,AS,Dominant,Vines in canopy,NA,NA,NA,Necrosis,10-50,10-50,Holes,50-90,10-50,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,14,C,N,White ash,13.3,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,6/30/2022,Ash,8,14,C,NA,NA,NA,NA,NL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2018,6/27/2018,Ash,8,15,C,N,Sugar maple,12.8,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,10-50,Necrosis,10-50,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,15,C,NA,NA,NA,NA,NL,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,10-50,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,16,D,N,White ash,33.5,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/30/2022,Ash,8,16,D,N,White ash,33.6,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,17,D,N,Sugar maple,17.1,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,17,D,N,Sugar maple,19.1,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,18,D,N,Eastern hemlock,15.5,N,AL,Sub-canopy,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2022,6/30/2022,Ash,8,18,D,N,Eastern hemlock,15.3,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,19,D,N,Sugar maple,14.7,N,AS,Co-dominant,Healthy,NA,NA,NA,Necrosis,50-90,1-10,Holes,10-50,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,19,D,N,Sugar maple,17.0,N,AS,Co-dominant,Cankers/Wounds,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,6/27/2018,Ash,8,20,D,N,Sugar maple,13.8,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,1-10,1-10,Necrosis,10-50,1-10,NA,NA,NA,NA,NA
2022,6/30/2022,Ash,8,20,D,N,Sugar maple,15.9,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,6/30/2022,Ash,8,21,NA,N,Eastern hemlock,10.4,N,RL,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,7/2/2018,Ash,9,1,A,N,Sugar maple,42.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,1,A,N,Sugar maple,43.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,7/2/2018,Ash,9,2,A,N,White ash,58.9,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,10-50,1-10,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,2,A,N,White ash,59.0,Y,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2018,7/2/2018,Ash,9,3,B,N,White ash,34.2,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2022,7/1/2022,Ash,9,3,B,N,White ash,34.1,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/2/2018,Ash,9,4,C,N,Sugar maple,34.0,N,AS,Co-dominant,Burl/Gall,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,4,C,N,Sugar maple,34.5,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,7/2/2018,Ash,9,5,D,N,White ash,57.8,N,DS,NA,NA,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,5,D,N,White ash,55.5,N,DS,NA,NA,NA,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/2/2018,Ash,9,6,D,N,Sugar maple,36.7,Y,AS,Co-dominant,Burl/Gall,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,6,D,N,Sugar maple,39.5,N,AS,Dominant,Cankers/Wounds,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,7,NA,N,White ash,16.0,N,RD,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/1/2022,Ash,9,8,NA,N,White ash,17.1,N,RD,NA,NA,NA,NA,NA,Necrosis,10-50,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,1,A,N,Red maple,16.1,N,DB,NA,NA,NA,NA,NA,Necrosis,90-100,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,1,A,NA,NA,NA,NA,NL,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,2,A,N,White ash,27.9,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,2,A,N,White ash,26.5,N,DS,NA,NA,NA,NA,NA,Necrosis,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,3,B,N,Red oak,29.5,N,AL,Co-dominant,Large cavity,NA,NA,NA,Necrosis,10-50,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,3,B,N,Red oak,31.4,N,AL,Dominant,Cankers/Wounds/Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,4,B,N,White ash,26.4,N,DS,NA,NA,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,4,B,N,White ash,20.1,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,5,B,N,Eastern hemlock,10.5,N,DB,NA,NA,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,5,B,N,Eastern hemlock,10.2,N,DS,NA,NA,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,6,B,N,Eastern hemlock,15.8,N,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/5/2022,Ash,10,6,B,N,Eastern hemlock,15.5,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,7,B,N,Eastern hemlock,20.6,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,7,B,N,Eastern hemlock,20.7,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2018,7/3/2018,Ash,10,8,B,N,Eastern hemlock,12.3,N,DB,NA,NA,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,8,B,N,Eastern hemlock,12.0,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Necrosis,10-50,10-50,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,9,B,N,Eastern hemlock,16.2,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Necrosis,50-90,10-50,Holes,1-10,1-10,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,9,B,N,Eastern hemlock,16.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Chlorosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,10,B,N,Eastern hemlock,16.6,N,DB,NA,NA,NA,NA,NA,Holes,1-10,1-10,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,10,B,N,Eastern hemlock,16.0,N,DS,NA,NA,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,11,B,N,Red maple,22.1,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,11,B,N,Red maple,21.5,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Chlorosis,1-10,10-50,Necrosis,50-90,10-50,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,12,C,N,Eastern hemlock,23.2,N,AL,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2022,7/5/2022,Ash,10,12,C,N,Eastern hemlock,23.0,N,DS,NA,NA,NA,NA,NA,Chlorosis,1-10,50-90,Necrosis,10-50,10-50,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,13,C,N,Eastern hemlock,19.8,N,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2022,7/5/2022,Ash,10,13,C,N,Eastern hemlock,18.5,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,14,C,N,Eastern hemlock,14.2,N,DB,NA,NA,NA,NA,NA,Holes,1-10,1-10,Chlorosis,1-10,1-10,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,14,C,N,Eastern hemlock,13.8,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,1-10,1-10,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,15,C,N,White ash,25.9,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,15,C,N,White ash,24.0,N,DF,NA,NA,NA,NA,NA,Holes,1-10,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,16,D,N,Eastern hemlock,28.6,N,AS,Dominant,HWA/EHS,NA,NA,NA,Necrosis,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,16,D,N,Eastern hemlock,28.7,N,DS,NA,NA,NA,NA,NA,Necrosis,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,17,D,N,Eastern hemlock,19.0,N,DB,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,17,D,N,Eastern hemlock,15.0,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,7/3/2018,Ash,10,18,D,N,White ash,23.5,N,DS,NA,NA,NA,NA,NA,Holes,50-90,1-10,Necrosis,1-10,1-10,NA,NA,NA,NA,NA
2022,7/5/2022,Ash,10,18,D,N,White ash,24.5,N,DS,NA,NA,NA,NA,NA,Necrosis,1-10,1-10,Holes,10-50,10-50,NA,NA,NA,NA,NA
